,title,company,city,rating,salary
352,Clinical Data Scientist,"LogicStream Health, Inc.","Minneapolis-Saint Paul, MN",,"$90,000 - $120,000 a year"
353,Data Scientist,Southern New Hampshire University,Remote,4.0,
354,Data Scientist,NewEgg,"Industry, CA 91748",3.0,
355,Data Scientist,Serry Systems,"Arlington, VA 22203 (Bluemont area)",,
356,"Data Scientist, Buyer Experience",eBay Inc.,"New York, NY",3.9,
357,Junior Data Scientist,CRUTCHFIELD CORPORATION,"Charlottesville, VA 22911",3.9,
358,Data Scientist,Current Health Careers,Remote,,
359,Data Scientist - Intermediate,Bayer,"San Francisco, CA 94103 (South Of Market area)",4.2,
360,Data Linguist-I,Amazon.com Services LLC,"Cambridge, MA",3.6,
361,SR Data Scientist,Surya Systems,"San Francisco, CA",,
362,Data Scientist Advisor - Sales Reports and Analytics,Dell Technologies,"Round Rock, TX",4.0,
363,Data Scientist,Bio-techne,"Minneapolis, MN 55413 (Southeast Como area)",3.1,
364,Data Scientist/Analyst,"CAP Index, Inc.",Remote,,"$80,724 - $101,000 a year"
365,Data Scientist,Truist Financial,"Charlotte, NC 28269",3.6,
366,Data Scientist - Neuroscience Institute,Careers | West Virginia University,"Morgantown, WV",4.2,
367,Data Scientist,Piper Companies,"Tysons, VA",4.5,"$80,000 - $90,000 a year"
368,Associate Data Scientist- Ads (Remote Eligible - Americas),Spotify,"New York, NY",4.3,
369,Data Scientist,Time Warner,"Burbank, CA",3.8,
370,"Data Scientist, Economics",Kaiser Permanente,"Oakland, CA",4.1,
371,Junior Data Scientist,Dynetics,"Huntsville, AL",4.3,
372,"Senior Data Scientist, Risk and Fraud",Eventbrite,"Nashville, TN 37203 (Citizens Protecting Revitalization area)",4.1,
373,Data Scientist,Anvilogic,Remote,,"From $161,000 a year"
374,ESG Data Scientist,MSCI Inc.,"New York, NY 10007 (Financial District area)",4.0,
375,Full Time Opportunities for PhD Students or Recent Graduates...,Microsoft,"Redmond, WA 98052 (Overlake area)",4.2,
376,"Data Scientist, Mid",Booz Allen Hamilton,"St. Louis, MO",3.9,
377,Senior Data Scientist,Open Soft Software Systems,Remote,,"$100,000 - $150,000 a year"
378,Data Scientist,Enable Data,"Minneapolis, MN 55414 (Prospect Park area)",,
379,Data Scientist,FourthWall Media,"Sterling, VA 20166",5.0,
380,Data Scientist,CNA Insurance,"Chicago, IL 60604 (The Loop area)",3.6,
381,Data Scientist,Silent Eight,"New York, NY",,
382,Data Scientist,Mode,California,4.2,
383,Data Scientist,Anvilogic,Remote,,"From $161,000 a year"
384,Data Scientist (Remote Opportunity),VetsEZ,"Austin, TX",5.0,
385,Data Scientist / Data Analyst,"CRISIL Limited - NEW YORK , USA","New York, NY",,
386,Data Scientist/Developer I,Massachusetts General Hospital(MGH),"Boston, MA 02114 (West End area)",4.3,
387,"Data Scientist, Point of Sale & Customers",Square,"Austin, TX",3.7,
388,"Data Science Intern, Summer 2021 (Remote)",Ripple,"San Francisco, CA 94105 (Yerba Buena area)",3.3,
389,Data Scientist,Zynga,"Austin, TX 78717",3.8,
390,"Data Scientist, Apple Pay Analytics - Austin",Apple,"Austin, TX",4.2,
391,"Data Scientist, Search",Upwork,Remote,4.0,
392,Data Scientist/Developer I,Massachusetts General Hospital(MGH),"Boston, MA 02114 (West End area)",4.3,
393,Data Scientist,"Amplify Education, Inc.",United States,3.9,
394,Data Scientist or Data Engineer,Luminosity,"Saint Petersburg, FL 33701 (Downtown area)",4.5,"$45,000 - $100,000 a year"
395,Junior Data Scientist,Riverside Research,"Washington, DC",3.6,
396,Senior Data Scientist,Oracle,"Austin, TX 78741 (Riverside area)",3.8,
397,Data Scientist - Analytics (Up to $125k + 100% Remote Option...,Hired Recruiters,"San Francisco, CA",,
398,Data Scientist,Syneos Health Commercial Solutions,"New York, NY",3.9,
399,"Data Scientist, AI / NLP",Happify Health,Remote,,
400,Senior Data Scientist,eBay Inc.,"Austin, TX",3.9,
401,"Senior Data Scientist, LTV & Segmentation",Nike,"Beaverton, OR",4.1,
402,Data Scientist,Centrify,"Santa Clara, CA",3.6,
403,Data Scientist (Generalist),PicnicHealth,"San Francisco, CA",,
404,"Data Scientist, Economics",Kaiser Permanente,"Oakland, CA",4.1,
405,Data Scientist,PepsiCo,"Plano, TX",3.8,
406,Data Scientist,"Sonalysts, Inc.","Waterford, CT 06385",3.9,
407,Enterprise Data Scientist,Arvest,"Bentonville, AR 72712",3.7,
408,Data Scientist,The E.W. Scripps Company,"Cincinnati, OH 45202 (Central Business District area)",3.4,
409,Data Scientist,Teladoc Health,"Mountain View, CA",3.0,
410,Data Linguist-I,Amazon.com Services LLC,"Cambridge, MA",3.6,
411,Data Scientist,Pricesenz,"Dallas, TX",,From $40 an hour
412,Data Scientist,Presage Security,"Reston, VA 20190",,
413,"Data Scientist, Economics",Kaiser Permanente,"Oakland, CA",4.1,
414,Data Scientist,BSI Solutions,"Charlotte, NC 28202 (Downtown Charlotte area)",,"$90,000 - $110,000 a year"
415,Data Scientist,Syneos Health Commercial Solutions,"New York, NY",3.9,
416,Data Scientist I Boulder,Sovrn Holdings,"Boulder, CO",3.1,
417,"Data Scientist, Search",Upwork,Remote,4.0,
418,Senior Data Scientist,Splunk,"Austin, TX 73301 (St Edwards area)",4.2,
419,Data Scientist,Hach,"Loveland, CO 80538",3.1,
420,Data Science Analyst - DART Program,Lithia Home Office,"Medford, OR 97501",,
421,"Data Scientist, RWD",Alldus,"Boston, MA",,
422,DATA SCIENTIST,Decentrix,"Denver, CO",,
423,Data Scientist,Charles River Associates,"Boston, MA 02116 (Back Bay area)",4.1,
424,Data Scientist,Alaka`ina Foundation Family of Companies,"San Antonio, TX",3.4,
425,Data Scientist / Machine Learning- Engineer,Hewlett Packard Enterprise,"Houston, TX",3.8,
426,Data Scientist,Lyra Health,"Burlingame, CA 94010",4.5,
427,Data Scientist,RELX Group,"Minneapolis, MN",4.1,
428,"Data Scientist, Machine Learning",Moveworks.ai,"Mountain View, CA",,
429,Data Scientist (Generalist),PicnicHealth,"San Francisco, CA",,
430,"Associate Data Scientist, FP&A - Automation & Tooling",Spotify,"New York, NY",4.3,
431,Data Scientist,Corel,Remote,3.6,
432,Sr. Data Scientist,Caterpillar,Remote,3.9,
433,Data Scientist,MMIT Network,"Livingston, NJ 07039",,
434,Launch Data Specialist,Rubicon Global,Remote,3.2,$18 - $23 an hour
435,Data Scientist,Syneos Health Commercial Solutions,"New York, NY",3.9,
436,"Data Scientist, Medical Diagnostics",Specific Diagnostics,"Mountain View, CA 94043",,
437,Data Scientist,Cloudflare,"Austin, TX",3.8,
438,Data Analyst/Scientist/Engineer,Cascade Data Labs (a subsidiary of Kin + Carta),"Portland, OR 97202 (Hosford-Abernethy area)",,"$65,000 - $120,000 a year"
439,Data Scientist,Sharecare Inc,"New York, NY 10013 (SoHo area)",3.4,
440,Enterprise Data Scientist,Arvest,"Bentonville, AR 72712",3.7,
441,Data Scientist,The E.W. Scripps Company,"Cincinnati, OH 45202 (Central Business District area)",3.4,
442,Data Scientist,Teladoc Health,"Mountain View, CA",3.0,
443,Data Linguist-I,Amazon.com Services LLC,"Cambridge, MA",3.6,
444,Data Scientist,Pricesenz,"Dallas, TX",,From $40 an hour
445,Data Scientist,Presage Security,"Reston, VA 20190",,
446,"Data Scientist, Economics",Kaiser Permanente,"Oakland, CA",4.1,
447,Data Scientist,BSI Solutions,"Charlotte, NC 28202 (Downtown Charlotte area)",,"$90,000 - $110,000 a year"
448,Data Scientist,Syneos Health Commercial Solutions,"New York, NY",3.9,
449,Data Scientist I Boulder,Sovrn Holdings,"Boulder, CO",3.1,
450,"Data Scientist, Search",Upwork,Remote,4.0,
451,Senior Data Scientist,Splunk,"Austin, TX 73301 (St Edwards area)",4.2,
452,Data Scientist,EA Langenfeld & Associates,"Mount Prospect, IL 60056",,"$80,000 - $100,000 a year"
453,Data Science Intern,Global Payments,"Atlanta, GA",3.4,
454,Senior Data Scientist,Open Soft Software Systems,Remote,,"$100,000 - $150,000 a year"
455,Data Science Intern,Root Insurance Company,Remote,3.7,
456,Data Scientist,AutoZone,"Elk Grove, CA 95757",3.5,
457,Data Scientist,Affinity Solutions,"New York, NY 10120 (Chelsea area)",2.7,
458,Data Scientist,TruU,Colorado,,
459,Data Scientist (Remote),Madison Reed,"San Francisco, CA 94110 (Mission area)",3.1,
460,Data Scientist,"Two Sigma Investments, LLC.","New York, NY",3.8,
461,Data Scientist,Silent Eight,"New York, NY",,
462,Data Scientist I,Guardian Research Network,Remote,5.0,
463,Data Scientist II,Cox Automotive,"Atlanta, GA 30319",3.4,
464,Senior Data Scientist,competitive balance analytics,California,,"$110,000 - $140,000 a year"
465,Cloud Data Services Associate,PwC,"San Antonio, TX 78206 (King William area)",4.0,
466,REMOTE Safety Data Scientist II,Raland Compliance Partners,Remote,,$50 - $95 an hour
467,Associate Data Scientist,PACCAR,"Renton, WA 98057",3.6,
468,Data Scientist,J.Crew,"New York, NY 10281 (Battery Park area)",3.8,
469,Data Scientist,Presage Security,"Reston, VA 20190",,
470,Data Science Analyst - DART Program,Lithia Home Office,"Medford, OR 97501",,
471,Data Scientist,Microcred,"New York, NY",,
472,Sr. Business Data Analyst,Tout Consulting,Remote,,$60 - $70 an hour
473,"Econometric Data Scientist, International",Warner Music Group,"New York, NY",4.1,
474,Data Scientist Interrn,Verizon Media,"Dulles, VA",3.7,
475,"Data Scientist, Sensor Analytics",Xerox,"Palo Alto, CA",3.4,
476,Data Scientist,Sharecare Inc,"New York, NY 10013 (SoHo area)",3.4,
477,"Mental Health Data Analyst (City Research Scientist L I), Co...",NYC Health + Hospitals,"New York, NY 11201 (DUMBO area)",3.8,
478,Staff Data Scientist,"Alteryx, Inc.","Irvine, CA",4.0,
479,Data Scientist: Investment Research,"Two Sigma Investments, LLC.","New York, NY",3.8,
480,SR Data Scientist,Surya Systems,"San Francisco, CA",,
481,Research Data Scientist,Facebook,"Menlo Park, CA",4.2,
482,Sr. Data Analyst With Drools and Canonical model experience,XFORIA Inc,"Richmond, VA",,From $70 an hour
483,Data Scientist,RISIRISA,"New York, NY",,
484,Data Scientist,Clearcover,Illinois,,
485,Predictive Modeler,Lancer Insurance Company,Remote,,"$75,000 - $125,000 a year"
486,Data Scientist,Raditech LLC,"Edison, NJ",,"$131,000 - $150,000 a year"
487,Enterprise Data Scientist,Arvest,"Bentonville, AR 72712",3.7,
488,Data Scientist,"ATCS, P.L.C.","Herndon, VA 20171",4.4,
489,Data Scientist,Codoxo,"Atlanta, GA",,
490,Data Scientist,Quantifind,"Menlo Park, CA 94025 (Vintage Oaks area)",,
491,Data Scientist,IFG Companies,"Atlanta, GA",3.1,
492,"Data Scientist, Game / Social Analytics",Niantic,"Sunnyvale, CA",,
493,Data Scientist,FT Optimize,"Half Moon Bay, CA",,
494,Data & Applied Scientist,Microsoft,"Bellevue, WA",4.2,
495,Data Scientist,DIGITAL MEDIA SOLUTIONS LLC,Remote,2.8,
496,"Data Scientist, Facebook Reality Labs",Facebook,Remote,4.2,
497,Data Scientist Intern,Equifax,"Boise, ID 83702 (Harrison Blvd area)",3.5,
498,DATA SCIENTIST,CIITS,"Boca Raton, FL",,
499,Business Intelligence Analyst / Data Scientist,World Education Services,"New York, NY 10004 (Financial District area)",3.5,
500,Senior Data Scientist,Vanguard,"Malvern, PA",3.8,
501,Data Scientist - Tours,Redfin,"Seattle, WA",3.4,
502,Data Scientist,Contus,"Atlanta, GA",,
503,Data Scientist,"Interos, Inc.",Virginia,,
504,Data Scientist,Luminator Technology Group,"Plano, TX 75074",4.1,
505,"Data Scientist, Software Engineering Data Analysis",Apple,"Santa Clara Valley, CA 95014",4.2,
506,Data Scientist,QuaEra,"New York, NY 10018 (Garment District area)",,
507,Data Scientist,BSI Solutions,"Charlotte, NC 28202 (Downtown Charlotte area)",,"$90,000 - $110,000 a year"
508,Data Scientist,FourthWall Media,"Sterling, VA 20166",5.0,
509,Data Scientist,Amobee,"Baltimore, MD",4.1,
510,Principal Data Scientist,Oracle,Colorado,3.8,"$105,217 - $200,534 a year"
511,"Data Scientist - Instagram, Well-Being - Foundation",Facebook,Remote,4.2,
512,Staff Data Scientist - AI Ethics,Indeed,Remote,4.3,"$157,000 - $191,000 a year"
513,Data Scientist 1 - Operations Research/Supply Chain,Nordstrom,"Seattle, WA",3.9,
514,Data Scientist,"T. White Parker Associates, Inc.","Washington, DC 20020 (Anacostia area)",,
515,Data Scientist,Next Level Technology Inc.,"Morrisville, NC",,$75 - $80 an hour
516,Data Scientist,"Interos, Inc.",Virginia,,
517,Intern: Data Science,Equinix,"Sunnyvale, CA",3.8,
518,Data Scientist,McGraw Hill,"Boston, MA 02212 (Central area)",3.9,
519,Data Scientist,Thermo Fisher Scientific,"Boston, MA 02101",3.5,
520,Associate Data Scientist,Great Jones,"New York, NY 10012 (NoHo area)",2.5,
521,Data Scientist,"OneAmerica Financial Partners, Inc","Indianapolis, IN 46282 (Downtown area)",3.3,
522,Data Scientist,Chewy,"Seattle, WA",2.7,
523,"Data Scientist - Norfolk , VA",Teledyne Brown Engineering,"Hampton, VA",3.6,
524,Data Scientist,Doorstead,California,,
525,Data Scientist,Cadent,"Philadelphia, PA 19102 (City Center West area)",3.1,
526,Data Scientist,Grainger,"Chicago, IL 60603 (Loop area)",3.7,
527,Applied Data Scientist 2,Discovery,"Bellevue, WA 98004 (Downtown area)",4.1,
528,Associate Data Scientist,ARMADA CONSULTING,"Timonium, MD 21093",,
529,Data Scientist: Investment Research,"Two Sigma Investments, LLC.","New York, NY",3.8,
530,"Staff Data Scientist, Education",Chan Zuckerberg Initiative,"Redwood City, CA",4.8,
531,Media Audience Data Scientist,WALGREENS,"Deerfield, IL 60015",3.6,
532,Data Scientist,Pricesenz,"Dallas, TX",,From $40 an hour
533,Data Scientist,QuEST Global Engineering,"Houston, TX 77060 (Greater Greenspoint area)",3.3,
534,Model Validation Data Scientist,One Concern,"Menlo Park, CA",,
535,"Senior Data Scientist, LTV & Segmentation",Nike,"Beaverton, OR",4.1,
536,Data Scientist,Descript,"San Francisco, CA",,
537,Sr. Data Scientist,Benson Hill,"St. Louis, MO 63132",4.0,
538,Data Scientist,Charles River Associates,"Boston, MA 02116 (Back Bay area)",4.1,
539,"Data Scientist, Analytics and Insights",Adobe,"San Francisco, CA",4.3,
540,DATA SCIENTIST,CIITS,"Boca Raton, FL",,
541,Data Scientist - Applied Machine Learning,Virtual eForce,"Bellevue, WA 98004 (Downtown area)",,
542,Data Scientist,HPOne,"Trumbull, CT",3.3,
543,Data Scientist,MMIT,"Livingston, NJ 07039",2.8,
544,Entry Level Data Engineer (AI Applications),IBM,"Littleton, MA 01460",3.9,
545,Data Scientist - Statistician,Baylor College of Medicine,"Houston, TX 77030 (Medical Center Area area)",3.9,
546,Data Scientist,Coyote Logistics,"Chicago, IL 60647 (Avondale area)",3.6,
547,Data Scientist/Data Engineer,Ford Motor Company,"Dearborn, MI",4.1,
548,data scientist,Qikspace,"Seattle, WA 98104",,
549,Data Scientist - Analytics,OK Cupid,"New York, NY",,
550,Data Scientist,BICP,"San Francisco, CA",,
551,Data Science & Analytics,Digital Trike,"South Jordan, UT 84095",,
552,Data Scientist,REsurety,"Boston, MA 02109 (Downtown area)",,"$80,000 - $100,000 a year"
553,Data Scientist- Global Quality Operations,AstraZeneca,"Gaithersburg, MD 20878",4.1,
554,Data Scientist,"ExtraHop Networks, Inc.","Seattle, WA 98101 (Downtown area)",3.4,
555,Associate Data Scientist,Great Jones,"New York, NY 10012 (NoHo area)",2.5,
556,Data Scientist - Financial,iHerb,Remote,3.3,
557,Data Scientist,Edward-Elmhurst Health,"Warrenville, IL 60555",3.8,
558,Data Scientist – Cybersecurity (BHJOB22048_718),ITmPowered,"Denver, CO",,
559,Data Scientist - Data Analytics,Impossible Foods,"Redwood City, CA 94063 (Harbor area)",3.8,
560,Data Scientist,TTEC,"Boston, MA",3.5,
561,Data Scientist Advisor - Sales Reports and Analytics,Dell Technologies,"Round Rock, TX",4.0,
562,Machine Learning Engineer / Data Scientist,The Blue Store,"Concord, CA",,$50 - $100 an hour
563,Data Scientist,HP,"Boise, ID 83714 (West Bench area)",4.0,
564,"Data Scientist, Operations Analytics",Extend,"San Francisco, CA",,
565,Predictive Modeler,Lancer Insurance Company,Remote,,"$75,000 - $125,000 a year"
566,Data Scientist Applied Statistician I,Bayer,"Creve Coeur, MO",4.2,
567,NLP - MRP Data Scientist,Espire Services,Remote,,"$120,000 - $145,000 a year"
568,Data Scientist,AbleTo,New York State,3.9,
569,"Senior Director, Data Scientist",WALGREENS,"Deerfield, IL 60015",3.6,
570,Sr. Data Scientist- Remote,Divisions Maintenance Group,"Newport, KY 41071",2.8,
571,Data Scientist,RELX Group,"Alpharetta, GA",4.1,
572,Data Scientist - Engineering,Confluent,"Mountain View, CA",3.4,
573,Data Scientist,CKM Analytix,"New York, NY",,
574,Data Scientist,ANDURIL INDUSTRIES,"Irvine, CA",,
575,Data Scientist - Product Analytics,Match / Match Affinity,"Dallas, TX",,
576,Data Scientist,Tegria,Remote,,
577,Data Scientist / Data Analyst,"CRISIL Limited - NEW YORK , USA","New York, NY",,
578,Data Science Intern,Beckman Coulter Diagnostics,"Chaska, MN 55318",3.7,
579,Data scientist,Protos IT,"Atlanta, GA 30333",,
580,Data Scientist,Driveway,"Aliso Viejo, CA",4.1,
581,Data Scientist - Publishing Royalties,Spotify,"New York, NY",4.3,
582,Geospatial Data Scientist/Analyst,EpochGeo,"Reston, VA 20191 (Hattontown area)",,"$100,000 - $200,000 a year"
583,"Data Scientist, AppleCare Digital",Apple,"Austin, TX",4.2,
584,Clinical Data Scientist,"LogicStream Health, Inc.","Minneapolis-Saint Paul, MN",,"$90,000 - $120,000 a year"
585,"Associate, Data Scientist NLP",KPMG,"Atlanta, GA 30308 (Downtown area)",4.0,
586,"Data Scientist - Fraud Engineering, Algorithms, and Risk",Apple,"Santa Clara Valley, CA 95014",4.2,
587,Associate Data Scientist,Great Jones,"New York, NY 10012 (NoHo area)",2.5,
588,Data Scientist,"OneAmerica Financial Partners, Inc","Indianapolis, IN 46282 (Downtown area)",3.3,
589,2021 WSI Technology Summer Internship - Machine Learning & D...,Williams Sonoma,"San Francisco, CA 94133 (Russian Hill area)",3.5,
590,Data Scientist,Chewy,"Seattle, WA",2.7,
591,"Data Scientist - Norfolk , VA",Teledyne Brown Engineering,"Hampton, VA",3.6,
592,Data Scientist,Doorstead,California,,
593,Data Scientist,Cadent,"Philadelphia, PA 19102 (City Center West area)",3.1,
594,Data Scientist,Grainger,"Chicago, IL 60603 (Loop area)",3.7,
595,Data Scientist,Mathematica Policy Research,"Washington, DC 20024 (Southwest Federal Center area)",3.8,"$60,000 - $121,000 a year"
596,Data Scientist,Eugenus Inc,"San Jose, CA 95134 (North San Jose area)",2.8,
597,Data Scientist,PennyMac,"Westlake Village, CA 91361",3.0,
598,Data Scientist,Fuzzy Logix,"Charlotte, NC 28262 (University City North area)",,
599,Data Scientist,Descript,"San Francisco, CA",,
600,Data Scientist,Huntington Ingalls Industries Inc.,"San Antonio, TX 78251",3.8,
601,Data Scientist - Smart Grid,The AES Corporation,"Indianapolis, IN",4.0,
602,Data Scientist,Eugenus Inc,"San Jose, CA 95134 (North San Jose area)",2.8,
603,Senior Data Scientist,"Pixalate, Inc.",Remote,,
604,Data Science Intern,Fashom,Remote,,
605,Data Scientist,Big Data Federation,"Santa Clara, CA",,
606,Data Scientist,"Continental Finance Company, LLC","Wilmington, DE 19808",,"$80,000 - $100,000 a year"
607,Senior Data Scientist,XPO Logistics,"Portland, OR 97209 (Pearl District area)",3.2,
608,Data Scientist,Mavenir,"Richardson, TX",3.5,
609,Machine Learning Engineer,Sadhguru Technologies Pvt Ltd,Remote,,$80 - $120 an hour
610,"Data Scientist, Service & Repair Analytics",Microsoft,"Redmond, WA 98052 (Overlake area)",4.2,
611,Data Scientist,Luminator Technology Group,"Plano, TX 75074",4.1,
612,Data Scientist,Internet of Things LLC,"Washington, DC 20011 (Catholic University-Brookland area)",,
613,Data Scientist,TCS,"Columbus, IN",3.8,
614,Data Scientist,Musely,"Santa Clara, CA 95051",5.0,
