,title,company,rating,CITY,state,salary_year_mean
1961,"Scientist, Clinical Data Manager",Reynolds,3.8,Winston-Salem,NC,
1962,"Associate Bioinformatics, Data Scientist",international aids vaccine,,La Jolla,CA,
1963,Senior Statistical Programmer,PAREXEL,3.7,La Vernia,TX,
1964,Senior Business Data Analyst,Intuit,4.2,Plano,TX,
1965,Senior Data Analyst - Top Secret required,General Dynamics,3.8,Washington,DC,
1966,"Stagiaire Core Data Science, Algorithmes de Produits (PhD)",Facebook,4.2,Menlo Park,CA,
1967,"Software Engineer, AI",Facebook,4.2,Menlo Park,CA,
1968,"Data Science Director, Instagram Growth",Facebook,4.2,Menlo Park,CA,
1969,Senior Data Science Engineer,CyberCoders,3.3,Boston,MA,160000.0
1970,"Research Intern, Audio Machine Learning and Signal Processin...",Facebook,4.2,Menlo Park,CA,
1971,Senior Software Engineer (Machine Learning),CyberCoders,3.3,Washington,DC,140000.0
1972,Data Science Intern,HOF Capital,,New York,NY,
1973,"Associate Director, Advanced Analytics and Data Science","Gravity Infosolutions, Inc.",,Remote,REMOTE,102375.0
1974,Statistician,"Psychology Software Tools, Inc",,Sharpsburg,PA,52650.0
1975,"Manager, Statistical Programming",Bristol Myers Squibb,4.2,Seattle,WA,
1976,"Data Scientist, Analytics (PhD)",Facebook,4.2,Menlo Park,CA,
1977,Senior Data Analyst (002.082),General Dynamics,3.8,Washington,DC,
1978,Staff Software Engineer - Machine Learning,Intuit,4.2,San Diego,CA,
1979,Senior Statistical Programmer,PAREXEL,3.7,Jbsa Randolph,TX,
1980,Software Engineering Manager - Machine Learning,Facebook,4.2,Menlo Park,CA,
1981,Research Intern (FAIR) (AI) - Paris,Facebook,4.2,Menlo Park,CA,
1982,Senior Data Analyst,Hollister Staffing,4.1,Boston,MA,
1983,"Data Science Manager, Integrity Ecosystems Mission Control",Facebook,4.2,San Francisco,CA,
1984,Expert Lead Statistician - Ongoing Contract - Remote - USA,Warman O'Brien,,Remote,REMOTE,
1985,Sr. Data Analyst -Japanese Bilingual,"Pasona N A, Inc.",3.8,Cypress,CA,80000.0
1986,Principal Statistician,System One,3.6,No Potomac,MD,
1987,Data Scientist,Metalenz,,Boston,MA,
1988,"Senior Data Scientist, Product Analytics",Slice,4.1,New York State,NY,
1989,Data Scientist,Trupanion,3.6,Seattle,WA,
1990,Senior Data Scientist- Trace,Relativity,3.3,Remote,REMOTE,
1991,Data Scientist - Stylist Development,Stitch Fix,3.2,San Francisco,CA,
1992,Data Scientist - AI/ML,"LoadSpring Solutions, Inc",2.3,Remote,REMOTE,
1993,Sr. Data Analyst / Data Scientist (CONTRACT),Broadridge,3.5,Elmwood Park,NJ,
1994,Computational Biologist / Data Scientist,Resolution Bioscience,,Kirkland,WA,
1995,Data Scientist,Beyond Limits,3.5,Glendale,CA,
1996,Principal Data Scientist,Activision,3.9,Santa Monica,CA,
1997,Data Scientist,Olo,2.8,New York,NY,
1998,Data Scientist,ForMotiv,,Remote,REMOTE,97500.0
1999,Cloud Data Services Associate,PwC,4.0,San Antonio,TX,
2000,Data Scientist (Remote),Madison Reed,3.1,San Francisco,CA,
2001,Sr. Data Analyst,2nd Ave Thrift Stores,2.8,Bensalem,PA,90000.0
2002,Principal Deep Learning Applied Scientist w/ work exp in NLU...,Oracle,3.8,Austin,TX,
2003,Machine Learning Data Scientist,Alpha Consulting,4.0,Princeton,NJ,
2004,"Technical Sourcer, Data Science",Facebook,4.2,Menlo Park,CA,
2005,"Family Communication Platform, Data Science - TLM",Facebook,4.2,Menlo Park,CA,
2006,"SR Data Analyst, Master Data Management",CDW,3.7,Vernon Hills,IL,
2007,Technical Project Manager - Data & Analytics and Machine Lea...,Clear Capital,3.0,Reno,NV,
2008,"Data Science Manager, Instagram Feed & Stories Relevance",Facebook,4.2,Menlo Park,CA,
2009,Architect - Data & Analytics,Credera,4.0,Los Angeles,CA,
2010,Senior Data Analyst - Credit Risk Mgmt,Comcast,3.7,Philadelphia,PA,
2011,Software Engineering Manager - Machine Learning,Facebook,4.2,Menlo Park,CA,
2012,Sr Machine Learning Engineer - Maps,Uber,3.7,San Francisco,CA,
2013,Sr Machine Learning Engineer,Uber,3.7,Sunnyvale,CA,
2014,Machine Learning Operations Engineer,Corporate Brokers,4.1,Rockville,MD,
2015,Senior Statistical Programmer,System One,3.6,Franklin Lakes,NJ,100000.0
2016,"Principal Statistician - Biopharma – Rayleigh, US",Warman O'Brien,,Raleigh,NC,135000.0
2017,Sr. Data Analyst,Advantage Resourcing,3.7,Santa Ana,CA,
2018,"Manager, Conversational AI Developer",KPMG,4.0,New York,NY,
2019,Associate Data Scientist,Gap Inc.,3.8,San Francisco,CA,
2020,Inventory Analyst - Auto Parts,The Parts House,3.2,Jacksonville,FL,
2021,Sr. Data Analyst - Partner Analytics,Strive Health,,Denver,CO,89200.0
2022,"Family Communication Platform, Data Science - TLM",Facebook,4.2,Menlo Park,CA,
2023,Mgr I - Data Science,pods,3.2,Clearwater,FL,
2024,Senior Data Analyst,Guidehouse,3.4,Huntsville,AL,
2025,"Software Engineer, Machine Learning",Facebook,4.2,Los Angeles,CA,
2026,Capital Markets Big Data Technology Lead,Wells Fargo Bank,3.7,Hazlet,NJ,
2027,Staff Machine Learning Engineer,Uber,3.7,Sunnyvale,CA,
2028,Predictive Modeling Analyst IV,Perspecta,3.3,Herndon,VA,
2029,Data Science Manager - Remote,Kforce,3.8,Austin,TX,
2030,"Senior Associate, Conversational AI Developer",KPMG,4.0,Atlanta,GA,
2031,"Solution Engineer, Machine Learning and Data Platform",CyberCoders,3.3,San Jose,CA,
2032,"Principal Statistician - Biopharma – Rayleigh, US",Warman O'Brien,,Raleigh,NC,135000.0
2033,Sr. Marketing Analyst (Analytics),Snap Finance,3.4,Salt Lake City,UT,
2034,Director Data Science,Facebook,4.2,Menlo Park,CA,
2035,Senior Data Science Analyst - Center for Digital Health,Mayo Clinic,4.1,Rochester,MN,
2036,Statistician (SAS),ICF,3.4,Atlanta,GA,
2037,"Associate Director, Data Partner, Global Biometrics and Data...",Bristol Myers Squibb,4.2,New Brunswick,NJ,
2038,Machine Learning Engineer,MORSE Corp,,Cambridge,MA,
2039,Lead Data Scientist,Comcast,3.7,Philadelphia,PA,
2040,"Data Science Manager, Shops Merchant Success",Facebook,4.2,Seattle,WA,
2041,AVP - AML Statistician / Independent Validations - C12,Citi,3.9,Tampa,FL,
2042,"Senior Manager, Machine Learning",Comcast,3.7,Washington,DC,
2043,Software Engineer - Machine Learning | Ingénieur logiciel -...,Facebook,4.2,Menlo Park,CA,
2044,Senior Statistician,System One,3.6,No Potomac,MD,
2045,Senior Machine Learning (ML) Engineer - Eats Discovery,Uber,3.7,San Francisco,CA,
2046,REMOTE - Sr. Front End Engineer - AI & Data-Driven Startup,CyberCoders,3.3,Salt Lake City,UT,105000.0
2047,Associate Director for Advanced Analytics and Data Science,Aquent,4.0,Washington,DC,
2048,Lead Software Engineer (NLP) – Comcast Applied AI & Discover...,Comcast,3.7,Washington,DC,
2049,Senior Data Scientist II - Advanced Analytics,Walker Edison,3.5,Utah,UT,
2050,Data Scientist,NowPow,4.4,Chicago,IL,
2051,Associate Data Scientist,Gap Inc.,3.8,San Francisco,CA,
2052,Senior Statistician,UCLA Health,4.0,Los Angeles,CA,
2053,"Lead Data Scientist (Genomics, Machine Learning)",City of Hope,3.8,Irwindale,CA,
2054,Global Data Governance Program Manager,Nuance,3.2,Burlington,MA,
2055,"Senior Data Analyst, Business Delivery",Constellation Brands,3.7,Victor,NY,
2056,Staff Lead Data Scientist,Freedom Financial Network,3.6,San Mateo,CA,
2057,Sr. Staff Data Analyst (Consumer Web Products),Freedom Financial Network,3.6,Tempe,AZ,
2058,Staff AI Systems Engineer,Northrop Grumman,4.0,Redondo Beach,CA,
2059,"Partner Engineer, AI/PyTorch",Facebook,4.2,New York,NY,
2060,"Stagiaire Core Data Science, GRAph Science & Statistics Rese...",Facebook,4.2,Menlo Park,CA,
2061,"Privacy Policy Manager, Artificial Intelligence",Facebook,4.2,Seattle,WA,
2062,Sr Backend Engineer - Uber AI (Michelangelo Platform),Uber,3.7,San Francisco,CA,
2063,MACHINE LEARNING SOFTWARE ENGINEER,Kelly,3.8,New Brunswick,NJ,
2064,Business Analyst - Data Science,MedPro Group,3.2,Fort Wayne,IN,
2065,"Partner Engineer, AI/PyTorch",Facebook,4.2,Atlanta,GA,
2066,"Lead Machine Learning Engineer, AI / ML / NLP",Change Healthcare,3.0,Seattle,WA,
2067,Machine Learning Engineer,Comcast,3.7,Washington,DC,
2068,Staff ML Engineer -- Pricing and Incentives,Uber,3.7,Palo Alto,CA,
2069,"Software Engineer, AI",Facebook,4.2,Menlo Park,CA,
2070,"Stagiaire Core Data Science, GRAph Science & Statistics Rese...",Facebook,4.2,Menlo Park,CA,
2071,Marketing Data Engineering Senior Manager,Wells Fargo Bank,3.7,Dallas,NC,
2072,Software Engineer - Machine Learning Platform,Uber,3.7,San Francisco,CA,
2073,"Solution Engineer, Machine Learning and Data Platform",CyberCoders,3.3,San Jose,CA,
2074,"Privacy Policy Manager, Artificial Intelligence",Facebook,4.2,Washington,DC,
2075,Principal Data Architect - Director,North Highland,3.5,Charlotte,NC,
2076,Expert Lead Statistician - Ongoing Contract - Remote - USA,Warman O'Brien,,Remote,REMOTE,
2077,"Software Engineer Intern, Machine Learning (PhD) - 2021",Facebook,4.2,Menlo Park,CA,
2078,Remote Principal Statistician,Kelly,3.8,Wilmington,DE,
2079,Scientist -Data Assimilation and Numerical Weather Predictio...,Tomorrow.io,4.1,Boulder,CO,
2080,Data Scientist,Hitachi Solutions Ltd,3.8,Chicago,IL,
2081,Data Scientist- Data Analytics,Hertz,3.3,Estero,FL,
2082,Data Scientist,Ancestry,3.9,San Francisco,CA,
2083,Data Scientist,Beacon Street Services,,Baltimore,MD,
2084,Associate Data Scientist,The Hartford,3.7,Hartford,CT,
2085,Principal Data Scientist,Bristol Myers Squibb,4.2,Seattle,WA,
2086,"Senior Consultant - Advanced Solutions, Energy Data Scientis...",Guidehouse,3.4,San Francisco,CA,76000.0
2087,Statistician,TARGET PHARMASOLUTIONS,,Durham,NC,
2088,Data Science & Analytics Mgr,RTX,4.8,Lakeside,CT,
2089,"Associate, Data Scientist, Optimization",KPMG,4.0,San Francisco,CA,
2090,"Data Science Manager, Instagram Feed & Stories Relevance",Facebook,4.2,Menlo Park,CA,
2091,Data Science Consultant,General Dynamics,3.8,Washington,DC,
2092,Software Engineer II (Machine Learning),Uber,3.7,New York,NY,
2093,"Privacy Policy Manager, Artificial Intelligence",Facebook,4.2,Menlo Park,CA,
2094,Data Scientist,"Vorys, Sater, Seymour and Pease",3.6,Cincinnati,OH,
2095,Data Scientist - Employer Benefits & Claims,Cerner,3.5,Kansas City,MO,
2096,Statistician,TARGET PHARMASOLUTIONS,,Durham,NC,
2097,Senior Data Analyst,Envista Holdings,,Brea,CA,
2098,NLP and Machine Learning Research Scientist,Baidu USA,,United States,UNITED,195000.0
2099,POPULATION HEALTH SENIOR DATA ANALYST,Network Medical Management Inc,3.1,Alhambra,CA,
2100,"Principal, Machine Learning",Comcast,3.7,Philadelphia,PA,
2101,Quality Assurance Analyst - Artificial Intelligence,"Strategic Education, Inc.",,Herndon,VA,
2102,Senior Data Scientist,Kforce,3.8,Los Angeles,CA,
2103,"Engineering Lead, AI Applications",Wells Fargo Bank,3.7,Franklinton,NC,
2104,Machine Learning Intern,Kelly,3.8,Schaumburg,IL,
2105,Sr. Software Engineer II - Uber AI Recommendation Platform,Uber,3.7,San Francisco,CA,
2106,Senior Data Analyst,TechOp Solutions International,4.3,Washington,DC,
2107,"Associate Director, Statistical Programming",Penfield Search Partners,,Berkeley Heights,NJ,
2108,Sr. Data Analyst,Advantage Resourcing,3.7,Santa Ana,CA,
2109,Data Scientist,Beacon Street Services,,Baltimore,MD,
2110,Associate Data Scientist,The Hartford,3.7,Hartford,CT,
2111,Director Data Science,Facebook,4.2,Menlo Park,CA,
2112,Data Science & Analytics Mgr,RTX,4.8,Farmington,CT,
2113,Machine Learning Engineer,MORSE Corp,,Cambridge,MA,
2114,Capital Markets Big Data Technology Lead,Wells Fargo Bank,3.7,Jackson Heights,NY,
2115,"Data Science Director, Community Relevance",Facebook,4.2,Menlo Park,CA,
2116,Data Migration Architect,CyberCoders,3.3,Milwaukee,WI,130000.0
2117,Marketing Data Engineering Senior Manager,Wells Fargo Bank,3.7,Charlotte,NC,
2118,Lead NLP AI Engineer - Platform Innovation & Engineering,Humana,3.7,Boston,MA,
2119,Software Engineering Manager - Machine Learning Infrastructu...,Facebook,4.2,Menlo Park,CA,
2120,Sr Software Engineer - Uber AI Building Blocks,Uber,3.7,San Francisco,CA,
2121,Data Science Manager - Remote,Kforce,3.8,New York,NY,
2122,Sr. Data Analyst,Advantage Resourcing,3.7,Santa Ana,CA,
2123,Senior Software Engineer (Machine Learning),CyberCoders,3.3,Washington,DC,140000.0
2124,College Intern Technical/Data Scientist,Northrop Grumman,4.0,Mclean,VA,
2125,Data Scientist,Javelin Biotech,,Woburn,MA,
2126,Healthcare Data Scientist,University of Maryland Medical System,3.5,Linthicum,MD,
2127,Data Scientist,AppZen,2.5,San Jose,CA,
2128,Data Scientist - Meaningful Matches,Nuna,,San Francisco,CA,
2129,Data Scientist,Veoneer USA,,Southfield,MI,
2130,Data Scientist,"Vorys, Sater, Seymour and Pease",3.6,Cincinnati,OH,
2131,"Vice President, Data Science (Atlanta, GA)",BlackRock,3.8,Atlanta,GA,
2132,"Technical Program Manager, Core Machine Learning - Ads",Facebook,4.2,Menlo Park,CA,
2133,"Software Engineer, Machine Learning",Facebook,4.2,Los Angeles,CA,
2134,Staff Machine Learning Engineer,Intuit,4.2,Mountain View,CA,
2135,"Technical Program Manager, Machine Learning Infrastructure",Facebook,4.2,New York,NY,
2136,Marketing Data Engineering Senior Manager,Wells Fargo Bank,3.7,Charlotte,NC,
2137,Sr. Statistician (Device Studies) - Remote,Penfield Search Partners,,Fairfield,CT,
2138,Principal Statistical Programmer,Penfield Search Partners,,San Diego,CA,
2139,Business Data Scientist,Amerant Bank,4.0,Miami,FL,
2140,Data Scientist,CEO Foundry,,Foundry,NH,
2141,"Associate Director, Advanced Analytics and Data Science","Gravity Infosolutions, Inc.",,Remote,REMOTE,102375.0
2142,Senior Data Analyst,Guidehouse,3.4,Huntsville,AL,
2143,"Program Manager, Data Scientist",General Dynamics,3.8,Atlanta,GA,
2144,Data Scientist,Perspecta,3.3,Mclean,VA,
2145,Senior Business Data Analyst,Intuit,4.2,Eagle,ID,
2146,Senior Statistician,UCLA Health,4.0,Los Angeles,CA,
2147,Unity ML-Agents (Machine Learning) Developer for AR/VR Studi...,ForgeFX Simulations,,Nevada,NV,48750.0
2148,Data Science Consultant,General Dynamics,3.8,Washington,DC,
2149,RF Signals and AI/ML Engineer,Mitre Corporation,4.0,Bedford,MA,
2150,Staff ML Engineer -- Pricing and Incentives,Uber,3.7,Palo Alto,CA,
2151,Senior Statistician - Innovative Biopharma - USA,Warman O'Brien,,United States,UNITED,112746.5
2152,Software Engineering Manager - Machine Learning,Facebook,4.2,San Francisco,CA,
2153,Senior Machine Learning Engineer,PeopleReady,3.6,Chicago,IL,
2154,Healthcare Data Scientist,University of Maryland Medical System,3.5,Linthicum,MD,
2155,Data Scientist,AppZen,2.5,San Jose,CA,
2156,Data Scientist - Meaningful Matches,Nuna,,San Francisco,CA,
2157,Data Scientist,Veoneer USA,,Southfield,MI,
2158,Data Scientist,"Vorys, Sater, Seymour and Pease",3.6,Cincinnati,OH,
2159,Senior Data Science Analyst - Center for Digital Health,Mayo Clinic,4.1,Rochester,MN,
2160,Staff Lead Data Scientist,Freedom Financial Network,3.6,San Mateo,CA,
2161,Staff Software Engineer - Machine Learning,Intuit,4.2,San Diego,CA,
2162,"Senior Manager, Machine Learning Engineer",Capital One,3.9,Boston,MA,
2163,Sr. Staff Data Analyst (Consumer Web Products),Freedom Financial Network,3.6,Tempe,AZ,
2164,Senior Data Scientist,Kforce,3.8,Los Angeles,CA,
2165,Research Intern (FAIR) (AI) - Paris,Facebook,4.2,Menlo Park,CA,
2166,"Statistician, Sr",General Dynamics,3.8,Washington,DC,
2167,Senior Machine Learning (ML) Engineer - Eats Discovery,Uber,3.7,San Francisco,CA,
2168,"Principal Statistician - Biopharma – Rayleigh, US",Warman O'Brien,,Raleigh,NC,135000.0
2169,Data Scientist - Marketplace Product,Houzz,3.2,Santa Monica,CA,
2170,Data Scientist,SmileDirectClub,2.9,Nashville,TN,
2171,Sr. Data Scientist I,Datto Jobs,,Boston,MA,
2172,Machine Learning Engineer /Data Scientist /Software Engineer...,Energy Solutionss,,Austin,TX,243750.0
2173,Data Scientist-Top Secret/SCI clearance required,Phoenix Resourcing Group,,Washington,DC,150000.0
2174,Data Scientist - Defense & Intelligence,Elder Research Inc,,Fort Meade,MD,
2175,Machine Learning Customer Solutions Manager,Seeq Corporation,,Seattle,WA,
2176,"Data Scientist, Product Analytics – Facebook Ecosystems",Facebook,4.2,New York,NY,
2177,"Associate Director, Statistical Programming",Bristol Myers Squibb,4.2,Seattle,WA,
2178,Senior Data Analyst,Varsity Tutors,3.9,Chicago,IL,
2179,Lead AI Software Engineer,Mitre Corporation,4.0,Mclean,VA,
2180,Senior Data Analyst,Guidehouse,3.4,Huntsville,AL,
2181,Machine Learning Architect - Data & Analytics,Credera,4.0,Dallas,TX,
2182,Staff Machine Learning Engineer,Intuit,4.2,Mountain View,CA,
2183,"Engineering Lead, AI Applications",Wells Fargo Bank,3.7,Selma,NC,
2184,Staff/Senior Data Scientist - Product Metrics,Twitter,4.1,Seattle,WA,
2185,Associate Data Scientist,NextEra Energy,3.9,Juno Beach,FL,
2186,Sr. Engineering Records and Data Analyst,LOCKHEED MARTIN CORPORATION,4.0,Stratford,CT,
2187,Principal Data Scientist,Vanguard,3.8,Charlotte,NC,
2188,SENIOR DATA ANALYST - CUSTOMER ANALYTICS,"Foot Locker, Inc.",3.9,United States,UNITED,
2189,Fraud Data Scientist,Nike,4.1,Beaverton,OR,
2190,Data Scientist,Syneos Health Commercial Solutions,3.9,New York,NY,
2191,Business Data Scientist,Amerant Bank,4.0,Miami,FL,
2192,Data Scientist,CEO Foundry,,Foundry,NH,
2193,"Manager, Data Scientist, Optimization",KPMG,4.0,Atlanta,GA,
2194,"Manager, Statistical Programming","Daiichi Sankyo, Inc.",3.8,Basking Ridge,NJ,
2195,"Data Science Manager, Integrity Ecosystems Mission Control",Facebook,4.2,Washington,DC,
2196,"Software Engineer, AI",Facebook,4.2,Menlo Park,CA,
2197,Software Engineer II - Machine Learning (Incentive Optimizat...,Uber,3.7,Sunnyvale,CA,
2198,Data Science Manager - Remote,Kforce,3.8,New York,NY,
2199,Principal Data Scientist,Vanguard,3.8,Charlotte,NC,
2200,SENIOR DATA ANALYST - CUSTOMER ANALYTICS,"Foot Locker, Inc.",3.9,United States,UNITED,
2201,Fraud Data Scientist,Nike,4.1,Beaverton,OR,
2202,Data Scientist,Syneos Health Commercial Solutions,3.9,New York,NY,
2203,Business Data Scientist,Amerant Bank,4.0,Miami,FL,
2204,Data Scientist,CEO Foundry,,Foundry,NH,
2205,LEAD DATA SCIENTIST,Presbyterian Healthcare Services,3.4,Albuquerque,NM,
2206,Data Science & Analytics Mgr,RTX,4.8,Plantsville,CT,
2207,POPULATION HEALTH SENIOR DATA ANALYST,Network Medical Management Inc,3.1,Alhambra,CA,
2208,Senior Machine Learning Engineer,Change Healthcare,3.0,Amboy,WA,
2209,"Software Engineer, AI",Facebook,4.2,Menlo Park,CA,
2210,Backend Engineer - Uber AI (Michelangelo Platform),Uber,3.7,San Francisco,CA,
2211,Business Analysis Engineer - Risk Data Management Manager,Freddie Mac,3.8,Mclean,VA,
2212,Machine Learning Intern,Kelly,3.8,Lincolnshire,IL,
2213,Senior Director of Statistics – Innovative Biopharmaceutical...,Warman O'Brien,,Raleigh,NC,185000.0
2214,Senior Data Scientist II - Advanced Analytics,Walker Edison,3.5,Utah,UT,
2215,Data Scientist,"ATCS, P.L.C.",4.4,Herndon,VA,
2216,Clinical Data Scientist - Veeva Stats - Raleigh Hub,Veeva Systems,4.0,Raleigh,NC,
2217,Data Scientist 2 - Care Delivery,Humana,3.7,Louisville,KY,
2218,Data Scientist - Machine Learning/Cortex Data Science,Twitter,4.1,Boston,MA,
2219,Data Quality Scientist,Verana Health,,San Francisco,CA,
2220,Data Scientist (Peru or Costa Rica),Provectus,3.0,United States,UNITED,
2221,Security Data Scientist,Microsoft,4.2,Atlanta,GA,
2222,Data Scientist I,UST Global,3.7,Aliso Viejo,CA,
2223,Organizational Integrity Data Scientist,PeaceHealth,3.5,Vancouver,WA,
2224,"Manager, Research Data Science",Facebook,4.2,Seattle,WA,
2225,RF Signals and AI/ML Engineer,Mitre Corporation,4.0,Bedford,MA,
2226,Systems Engineer III,Perspecta,3.3,Springfield,VA,
2227,Predictive Modeling Analyst IV,Perspecta,3.3,Herndon,VA,
2228,"Manager, Statistical Programming",Penfield Search Partners,,Basking Ridge,NJ,
2229,Data Scientist,"Vorys, Sater, Seymour and Pease",3.6,Cincinnati,OH,
2230,"Senior Data Analyst, Commodities",The Mom Project,,New York,NY,97500.0
2231,"(Sr.) Engineer, AI Perception Algorithm",Black Sesame Technologies Inc,,San Jose,CA,
2232,"Technical Sourcer, Data Science",Facebook,4.2,Menlo Park,CA,
2233,"Data Science Director, Ads Measurement",Facebook,4.2,Seattle,WA,
2234,Senior Machine Learning Engineer,Solution Consulting Group,,Knoxville,TN,
2235,Data Scientist,Perspecta,3.3,Mclean,VA,
2236,Jr. Machine Learning Implementation Engineers,Enhance IT,3.1,United States,UNITED,58500.0
2237,Architect - Data & Analytics,Credera,4.0,Los Angeles,CA,
2238,Data Architect,Johns Hopkins Applied Physics Laboratory (APL),4.0,Laurel,MD,
2239,"Manager, Research Data Science",Facebook,4.2,Seattle,WA,
2240,Unity ML-Agents (Machine Learning) Developer for AR/VR Studi...,ForgeFX Simulations,,Remote,REMOTE,48750.0
2241,Software Engineer II (Machine Learning),Uber,3.7,New York,NY,
2242,Predictive Modeler III (Enterprise Risk),Navy Federal Credit Union,4.0,Vienna,VA,
2243,Machine Learning Engineer - Radar (Top Secret Clearance rqd),CyberCoders,3.3,El Segundo,CA,
2244,"Junior Data Engineer - Austin, TX",Deloitte,4.0,Austin,TX,
2245,Data Science Intern,HOF Capital,,New York,NY,
2246,Data Science & Analytics Mgr,RTX,4.8,Farmington,CT,
2247,Business Analyst - Data Science,MedPro Group,3.2,Fort Wayne,IN,
2248,Senior Data Analyst (002.082),General Dynamics,3.8,Washington,DC,
2249,"Data Science Director, Ads Measurement",Facebook,4.2,Menlo Park,CA,
2250,"Stagiaire Core Data Science, Optimisation Research (PhD)",Facebook,4.2,Menlo Park,CA,
2251,"Data Software Engineers, Data Scientists - python, r, sql, -...",The Bivium Group,,New Hampshire,NEW,125000.0
2252,"Software Engineer, Machine Learning",Facebook,4.2,Los Angeles,CA,
2253,Pipeline AI Engineer Software,Northrop Grumman,4.0,Baltimore,MD,
2254,"Sr. Specialist, Statistical Programming",Penfield Search Partners,,Princeton,NJ,
2255,Principal Data Architect - Director,North Highland,3.5,Charlotte,NC,
2256,"Research Scientist, Machine Learning for Image Synthesis (Ph...",Facebook,4.2,Redmond,WA,
2257,Sr Software Engineer - Uber AI Building Blocks,Uber,3.7,San Francisco,CA,
2258,"Statistician/ St. Louis, MO",Kelly,3.8,Fairview Heights,IL,
2259,Data Scientist - Analytics,Wealthfront,,Palo Alto,CA,
2260,Data Scientist II,Fresenius Medical Care,3.4,Waltham,MA,
2261,Machine Learning Engineer,Affinaquest,,Remote,REMOTE,90000.0
2262,Data Review Senior Scientist,Piper Companies,4.5,Durham,NC,80000.0
2263,Staff Lead Data Scientist,Freedom Financial Network,3.6,Tempe,AZ,
2264,Data Scientist-Senior,Perspecta,3.3,Washington,DC,
2265,Data Architect,"Atlas Air, Inc",3.5,Purchase,NY,
2266,"Data Science Manager, Ads Core ML",Facebook,4.2,Menlo Park,CA,
2267,Big Data Engineer (Spark/Python),Navy Federal Credit Union,4.0,Vienna,VA,
2268,Research Scientist - RF Machine Learning,Perspecta,3.3,College Park,MD,
2269,Machine Learning Engineer,Comcast,3.7,Washington,DC,
2270,Data Science Engineer,"BioIntelliSense , Inc.",,Golden,CO,
2271,Senior Software Engineer - Machine Learning,Intuit,4.2,Mountain View,CA,
2272,Sr. Data Analyst -Japanese Bilingual,"Pasona N A, Inc.",3.8,Cypress,CA,80000.0
2273,REMOTE! Chip Integration Engineer (Mid/Sr) - AI SoC,CyberCoders,3.3,Santa Clara,CA,
